id,type of property,subtype of property,locality,latitude,longitude,street,province,postalCode,price,type of sale,number of bedrooms,living area,livable area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10679888,HOUSE,CHALET,Sougné-remouchamps,50.4594556,5.7134385,Haie des Chênes 3,Liège,4920,185000.0,residential_sale,1,18,65.0,0,False,False,True,29.0,,,65.0,478.0,4.0,,good
10679833,HOUSE,HOUSE,Gilly,50.4283238,4.502373,Chaussée de Charleroi 226,Hainaut,6060,190000.0,residential_sale,2,21,104.0,installed,,True,True,17.0,,,104.0,0.0,3.0,,just_renovated
10680281,HOUSE,HOUSE,Staden,50.9710592,3.0166128,Hulstedorp 18,West Flanders,8840,249500.0,residential_sale,3,0,180.0,semi_equipped,False,False,,,,,180.0,204.0,2.0,False,to_be_done_up
10678558,HOUSE,HOUSE,Wielsbeke,50.9147487,3.3697232,,West Flanders,8710,259000.0,residential_sale,2,16,279.0,hyper_equipped,,False,True,40.0,True,195.0,279.0,279.0,2.0,False,to_be_done_up
10679917,HOUSE,HOUSE,Houthulst,50.9798568,2.9478729,De Breyne Pellaertstraat 13,West Flanders,8650,369000.0,residential_sale,3,30,220.0,hyper_equipped,False,False,,,True,330.0,220.0,550.0,3.0,False,good
10680647,HOUSE,HOUSE,Hasselt,50.920036,5.3463289,,Limburg,3500,399000.0,residential_sale,4,32,182.0,installed,False,False,True,20.0,True,80.0,182.0,373.0,3.0,False,to_be_done_up
10680490,HOUSE,TOWN_HOUSE,Hoboken,51.1616403,4.3504533,,Antwerp,2660,455000.0,residential_sale,3,29,147.0,installed,,False,True,21.0,True,180.0,147.0,330.0,3.0,False,as_new
10680374,HOUSE,HOUSE,Chaumont-Gistoux,,,Grand' Route 69 A,Walloon Brabant,1325,540000.0,residential_sale,5,34,177.0,installed,,True,True,50.0,True,1090.0,177.0,2214.0,4.0,,to_renovate
10679599,HOUSE,HOUSE,Chaumont-Gistoux,,,Clos des Chêneaux 18A,Walloon Brabant,1325,595000.0,residential_sale,4,47,224.0,installed,False,False,True,,True,1000.0,224.0,1990.0,4.0,False,to_be_done_up
10679870,HOUSE,VILLA,Dilbeek,,,Avenue de l'araucaria 59,Flemish Brabant,1700,599000.0,residential_sale,4,46,220.0,hyper_equipped,,True,True,16.0,True,120.0,220.0,0.0,4.0,,good
10679871,HOUSE,VILLA,Itterbeek,,,Avenue de l'araucaria 59,Flemish Brabant,1701,599000.0,residential_sale,4,46,220.0,hyper_equipped,,True,True,16.0,True,120.0,220.0,0.0,4.0,,good
10680474,HOUSE,VILLA,Ruiselede,,,Kortrijkstraat 58,West Flanders,8755,620000.0,residential_sale,5,0,327.0,semi_equipped,,True,,,True,,327.0,1453.0,3.0,,to_be_done_up
10679126,HOUSE,VILLA,Wavre Bierges,,,Avenue Reine Astrid 65,Walloon Brabant,1301,650000.0,residential_sale,4,70,245.0,installed,,False,True,40.0,True,1965.0,245.0,1965.0,4.0,False,good
10678866,HOUSE,VILLA,Grez-Doiceau,,,Clos des Chêneaux 18A,Walloon Brabant,1390,895000.0,residential_sale,4,0,244.0,usa_hyper_equipped,False,False,True,,,,244.0,4918.0,4.0,False,as_new
10680192,HOUSE,HOUSE,Uccle,,,Chaussée de Waterloo 1382,Brussels,1180,975000.0,residential_sale,4,0,235.0,usa_hyper_equipped,False,False,True,20.0,True,50.0,235.0,120.0,2.0,False,just_renovated
10678904,HOUSE,HOUSE,Knokke-Heist,,,Albert plein 10,West Flanders,8300,1485000.0,residential_sale,4,0,337.0,hyper_equipped,False,False,True,,,,337.0,8670.0,4.0,False,just_renovated
10513182,APARTMENT,APARTMENT,Kanegem,51.0138575,3.4021768,Tieltstraat 5,West Flanders,8700,225000.0,residential_sale,2,28,79.0,installed,False,False,True,4.0,True,4.0,79.0,,2.0,False,good
10630952,APARTMENT,APARTMENT,SEILLES,50.5035053,5.0908422,Rue Roi Albert 157,Namur,5300,227500.0,residential_sale,2,0,98.0,installed,,True,True,6.0,,,98.0,0.0,,,0
10630950,APARTMENT,APARTMENT,SEILLES,50.5035053,5.0908422,Rue Roi Albert 157,Namur,5300,235000.0,residential_sale,2,0,100.0,installed,,True,True,12.0,,,100.0,0.0,,,0
10630942,APARTMENT,APARTMENT,SEILLES,50.5035053,5.0908422,Rue Roi Albert 157,Namur,5300,235000.0,residential_sale,2,0,100.0,installed,,True,True,8.0,,,100.0,0.0,,,0
10630940,APARTMENT,APARTMENT,SEILLES,50.5035053,5.0908422,Rue Roi Albert 157,Namur,5300,235000.0,residential_sale,2,0,100.0,installed,,True,True,12.0,,,100.0,0.0,,,0
10603907,APARTMENT,APARTMENT,Middelkerke,51.1878051,2.8164084,Leopoldlaan 1,West Flanders,8430,239000.0,residential_sale,2,0,58.0,installed,False,False,True,1.0,,,58.0,,2.0,False,good
10602953,APARTMENT,APARTMENT,Bruxelles,50.8994779,4.384705,Rue F. Vekemans 121,Brussels,1120,240000.0,residential_sale,2,30,80.0,installed,False,False,True,17.0,,,80.0,0.0,4.0,,good
10600603,APARTMENT,APARTMENT,SINT-AMANDS,51.0571854,4.2114736,Valkebeekstraat 24,Antwerp,2890,240000.0,residential_sale,2,0,81.0,installed,,True,True,,True,,81.0,0.0,2.0,,0
10631849,APARTMENT,APARTMENT,Uccle,,,Place Brugmann 10B,Brussels,1180,245000.0,residential_sale,1,24,72.0,semi_equipped,False,False,True,5.0,,,72.0,0.0,2.0,False,to_be_done_up
10557020,APARTMENT,APARTMENT,De Panne,51.0982729,2.5817043,Kortrijksesteenweg 241A,West Flanders,8660,245000.0,residential_sale,1,0,69.0,installed,True,False,,,True,,69.0,,,False,as_new
10583623,APARTMENT,APARTMENT,Braine-l'Alleud,50.6858072,4.3791756,Rue Seutin 2,Walloon Brabant,1420,249000.0,residential_sale,2,34,90.0,installed,False,False,True,8.0,,,90.0,,3.0,,as_new
10650245,APARTMENT,APARTMENT,Antwerpen,51.1804403,4.4330561,,Antwerp,2600,249000.0,residential_sale,2,35,90.0,installed,,False,True,5.0,,,90.0,0.0,2.0,False,as_new
10417784,APARTMENT,DUPLEX,Mouscron,50.7394664,3.2094252,Rue de Menin 400,Hainaut,7700,249000.0,residential_sale,3,43,131.0,installed,False,False,True,19.0,,,131.0,0.0,2.0,False,as_new
10132018,APARTMENT,APARTMENT,De Panne,51.099918,2.5925047,Nieuwpoortlaan 29,West Flanders,8660,249000.0,residential_sale,3,0,115.0,semi_equipped,,False,True,,,,115.0,,,False,to_renovate
8993659,APARTMENT,APARTMENT,BONCELLES,50.562332,5.54867,Rue Charles Magnette 24/40,Liège,4100,252000.0,residential_sale,1,0,79.0,hyper_equipped,,True,True,17.0,,,79.0,0.0,4.0,,0
10540813,APARTMENT,APARTMENT,Deinze,50.9806601,3.5287251,Zomerlaan 1,East Flanders,9800,265000.0,residential_sale,2,0,83.0,installed,False,False,,,,,83.0,,2.0,False,good
10626431,APARTMENT,APARTMENT,Meulebeke,50.9502467,3.2839821,Tieltstraat 5,West Flanders,8760,268000.0,residential_sale,2,50,139.0,installed,False,False,True,,,,139.0,,2.0,False,good
10522412,APARTMENT,APARTMENT,Bruxelles,50.8994779,4.384705,Rue F. Vekemans 121,Brussels,1120,269000.0,residential_sale,2,30,80.0,installed,False,False,True,17.0,,,80.0,0.0,4.0,,good
10636901,APARTMENT,GROUND_FLOOR,Hoegaarden,50.7782053,4.8885984,Hoogstraat 2 bus 1,Flemish Brabant,3320,269000.0,residential_sale,2,0,,installed,False,False,True,,,,,,,False,good
10635960,APARTMENT,APARTMENT,Gent,51.0800415,3.7280771,Evergemsesteenweg 44A,East Flanders,9000,269000.0,residential_sale,2,0,76.0,installed,False,False,,,,,76.0,,2.0,False,good
10611723,APARTMENT,DUPLEX,Antwerp,51.205336,4.3954677,Prins Boudewijnlaan 122,Antwerp,2018,269900.0,residential_sale,3,0,135.0,installed,,True,,,,,135.0,0.0,,,as_new
10646573,APARTMENT,DUPLEX,NIL-SAINT-VINCENT-SAINT-MARTIN,,,Grand' Route 69 A,Walloon Brabant,1457,275000.0,residential_sale,2,0,85.0,installed,,True,True,,,,85.0,0.0,3.0,,good
10600607,APARTMENT,APARTMENT,SINT-AMANDS,51.0571854,4.2114736,Valkebeekstraat 24,Antwerp,2890,279000.0,residential_sale,2,0,93.0,installed,,True,True,,True,,93.0,0.0,2.0,,0
10303019,APARTMENT,DUPLEX,Torhout,51.0661706,3.1014076,Sint-Rembertlaan 42,West Flanders,8820,279000.0,residential_sale,3,0,157.0,installed,False,False,True,,,,157.0,0.0,2.0,False,good
10469978,APARTMENT,APARTMENT,Uccle,50.8136291,4.33855,AVENUE BRUGMANN 16,Brussels,1180,285000.0,residential_sale,2,32,89.0,usa_installed,False,False,,,,,89.0,0.0,3.0,False,to_renovate
10620396,APARTMENT,APARTMENT,La Hulpe,50.7319283,4.4948446,Chaussee d'Ottembourg ,Walloon Brabant,1310,285000.0,residential_sale,1,33,66.0,hyper_equipped,False,False,,,True,10.0,66.0,,3.0,,just_renovated
10615390,APARTMENT,APARTMENT,Middelkerke,51.1913512,2.8228685,Leopoldlaan 1,West Flanders,8430,289000.0,residential_sale,1,0,51.0,installed,False,False,True,6.0,,,51.0,,2.0,False,as_new
8993660,APARTMENT,APARTMENT,BONCELLES,50.562332,5.54867,Rue Charles Magnette 24/40,Liège,4100,294000.0,residential_sale,1,40,92.0,hyper_equipped,,True,True,30.0,,,92.0,0.0,4.0,,0
10641284,APARTMENT,APARTMENT,BRUXELLES,,," Rue Camille Lemonnier , 68",Brussels,1000,295000.0,residential_sale,1,28,70.0,installed,True,True,,,,,70.0,0.0,2.0,,as_new
10533486,APARTMENT,APARTMENT,Antwerp,51.2059688,4.4316519,Tavernierkaai 2 b 29,Antwerp,2018,295000.0,residential_sale,1,0,63.0,usa_installed,,False,True,12.0,True,,63.0,,,False,as_new
10593797,HOUSE,HOUSE,Grez-Doiceau,,,Chaussée de Louvain 433,Walloon Brabant,1390,1650000.0,residential_sale,2,0,356.0,usa_hyper_equipped,False,False,True,,,,356.0,5000.0,4.0,False,just_renovated
10684128,HOUSE,HOUSE,Harsin,50.1552944,5.3518166,Borchamps 24,Luxembourg,6950,159000.0,residential_sale,4,0,180.0,not_installed,,False,True,48.0,True,1418.0,180.0,1504.0,3.0,,to_renovate
10685064,HOUSE,HOUSE,Kortrijk,50.8245366,3.2786103,Hugo Verriestlaan 128,West Flanders,8500,365000.0,residential_sale,2,45,270.0,installed,,False,True,35.0,,,270.0,120.0,3.0,,as_new
10685073,HOUSE,EXCEPTIONAL_PROPERTY,Landen,50.7744492,5.0000446,,Flemish Brabant,3400,430000.0,residential_sale,2,39,190.0,hyper_equipped,,False,True,48.0,True,4400.0,190.0,4400.0,2.0,False,as_new
10685397,HOUSE,HOUSE,VOSSELARE,51.025521,3.554105,Damstraat 131 bus1,East Flanders,9850,487000.0,residential_sale,3,0,199.0,installed,,True,True,,True,,199.0,307.0,3.0,,0
10689706,HOUSE,HOUSE,Beauvechain,50.7819405,4.7747687,Rue du Bosquet 29,Walloon Brabant,1320,375000.0,residential_sale,3,32,160.0,semi_equipped,,True,True,,True,,160.0,2294.0,4.0,,0
10687391,HOUSE,HOUSE,Gavere,50.933914,3.6289302,Dokter Honore Dewolfstraat 23,East Flanders,9890,489000.0,residential_sale,3,36,154.0,0,False,False,True,,True,,154.0,2255.0,4.0,False,to_renovate
10658466,HOUSE,HOUSE,Wavre,50.7110516,4.6387788,Chaussée de Huy 231,Walloon Brabant,1300,525000.0,residential_sale,4,37,148.0,installed,,True,True,44.0,True,,148.0,777.0,4.0,,0
10453584,HOUSE,EXCEPTIONAL_PROPERTY,Vilvoorde,,,James Ensorlaan 39,Flemish Brabant,1800,825000.0,residential_sale,3,50,356.0,usa_hyper_equipped,,True,True,51.0,,,356.0,177.0,2.0,,good
10663658,HOUSE,HOUSE,Herzele,50.841551,3.8862188,Hoogstraat 20,East Flanders,9550,495000.0,residential_sale,4,34,190.0,0,False,False,True,,,,190.0,2722.0,4.0,,good
10665458,HOUSE,HOUSE,Leuven,50.8763619,4.6992474,Vismarkt 10 c,Flemish Brabant,3000,849000.0,residential_sale,6,32,260.0,0,,True,True,22.0,True,20.0,260.0,100.0,2.0,,just_renovated
10669714,HOUSE,HOUSE,Frameries,50.4070236,3.8909507,"Rue Maréchal Joffre, 26",Hainaut,7080,97500.0,residential_sale,5,16,133.0,not_installed,False,False,,,,,133.0,80.0,2.0,False,good
10671029,HOUSE,HOUSE,Menen,50.7986809,3.1283573,"Yv. Serruysstraat, 22",West Flanders,8930,155000.0,residential_sale,3,0,92.0,installed,,True,True,47.0,True,100.0,92.0,170.0,2.0,,good
10670258,HOUSE,HOUSE,Evere,50.8628384,4.4119956,Groendreef 14,Brussels,1140,199000.0,residential_sale,1,0,42.0,0,True,False,,,,,42.0,0.0,,,good
10670372,HOUSE,HOUSE,Liberchies,50.50779,4.396352,rue de Pont-à-Celles 10,Hainaut,6238,199900.0,residential_sale,4,37,200.0,usa_semi_equipped,False,False,True,70.0,True,400.0,200.0,611.0,2.0,False,to_renovate
10669910,HOUSE,HOUSE,Sint-Lievens-Houtem,50.9182573,3.8637046,Steenweg op Aalst 96,East Flanders,9520,249000.0,residential_sale,3,36,315.0,installed,False,False,True,,True,,315.0,448.0,3.0,False,good
10670013,HOUSE,HOUSE,LAMBUSART,50.4557675,4.5558701,Chaussée de Charleroi 226,Hainaut,6220,280000.0,residential_sale,3,0,135.0,installed,,True,,,,,135.0,0.0,3.0,,just_renovated
10670570,HOUSE,HOUSE,Herzele,50.8927848,3.8526654,Steenweg op Aalst 96,East Flanders,9550,345000.0,residential_sale,3,33,225.0,installed,False,False,True,,True,,225.0,1951.0,3.0,False,good
10669782,HOUSE,HOUSE,Lokeren,51.0978451,3.9698693,,East Flanders,9160,350000.0,residential_sale,4,0,177.0,installed,,False,,,True,332.0,177.0,503.0,4.0,False,good
10671058,HOUSE,HOUSE,De Haan,51.2559533,2.9999458,Parklaan 187,West Flanders,8420,485000.0,residential_sale,4,40,188.0,installed,False,False,True,60.0,True,250.0,188.0,506.0,4.0,False,as_new
10671018,HOUSE,VILLA,Wavre,,,Avenu des Metallurgistes 1,Walloon Brabant,1300,499000.0,residential_sale,4,39,255.0,installed,,True,,,True,,255.0,815.0,4.0,,good
10669161,HOUSE,MANSION,Liege,50.6336236,5.5860133,rue des dominicains 4E,Liège,4020,560000.0,residential_sale,5,0,275.0,installed,False,False,True,55.0,True,110.0,275.0,391.0,3.0,False,good
10670331,HOUSE,VILLA,Kraainem,50.8385223,4.4710215,Parvis Sainte-Alix 37,Flemish Brabant,1950,895000.0,residential_sale,5,67,240.0,hyper_equipped,False,False,True,37.0,True,250.0,240.0,503.0,4.0,False,good
10677357,HOUSE,HOUSE,Wevelgem,50.8045954,3.1875527,Hulstedorp 18,West Flanders,8560,165000.0,residential_sale,5,0,154.0,semi_equipped,False,False,True,,,,154.0,210.0,4.0,False,good
10677499,HOUSE,HOUSE,Geraardsbergen,50.7866333,3.9188823,Longpontstraat 3,East Flanders,9500,189000.0,residential_sale,3,26,150.0,semi_equipped,False,False,True,20.0,True,407.0,150.0,594.0,2.0,,to_renovate
10675529,HOUSE,HOUSE,La Louviere,50.4592433,4.1975058,Chaussée Paul Houtart 232,Hainaut,7100,195000.0,residential_sale,3,0,165.0,installed,False,False,True,,,,165.0,110.0,2.0,False,as_new
10677381,HOUSE,APARTMENT_BLOCK,OUDEGEM,51.0078078,4.0613859,Zuidlaan 2,East Flanders,9200,249000.0,residential_sale,3,0,,semi_equipped,,True,,,,,,188.0,4.0,,good
10676912,HOUSE,HOUSE,Geraardsbergen,50.7667321,3.8902913,Stationstraat 32,East Flanders,9500,349000.0,residential_sale,4,33,217.0,installed,True,False,True,,,,217.0,620.0,3.0,False,good
10615652,HOUSE,VILLA,Namur,50.4381885,4.9028345,,Namur,5101,640000.0,residential_sale,3,0,210.0,hyper_equipped,,True,,,,,210.0,1326.0,4.0,True,as_new
10677551,HOUSE,VILLA,Wavre,,,Avenue Reine Astrid 65,Walloon Brabant,1300,650000.0,residential_sale,4,70,245.0,installed,,False,True,40.0,True,1965.0,245.0,1965.0,4.0,False,good
10606917,APARTMENT,APARTMENT,Jette,50.8692171,4.3337662,Avenue Louise 200,Brussels,1090,295500.0,residential_sale,2,35,93.0,usa_hyper_equipped,,True,True,10.0,,,93.0,0.0,4.0,,0
10611744,APARTMENT,APARTMENT,Arlon,,,Rue Dr Hustin 32,Luxembourg,6700,298000.0,residential_sale,3,22,133.0,installed,,True,,,,,133.0,0.0,,,0
10606918,APARTMENT,APARTMENT,Jette,50.8692171,4.3337662,Avenue Louise 200,Brussels,1090,299000.0,residential_sale,2,31,93.0,usa_hyper_equipped,,True,,,True,4.0,93.0,0.0,4.0,,0
10651795,APARTMENT,APARTMENT,Waterloo,50.7113611,4.3962573,Avenue des Chênes   22,Walloon Brabant,1410,299000.0,residential_sale,2,38,94.0,semi_equipped,False,False,True,11.0,,,94.0,0.0,3.0,,to_be_done_up
10637905,APARTMENT,APARTMENT,Waterloo,50.704429,4.4019369,,Walloon Brabant,1410,299000.0,residential_sale,2,0,,usa_installed,,False,True,40.0,,,,0.0,2.0,False,as_new
10568812,APARTMENT,DUPLEX,Tollembeek,50.740794,4.007764,,Flemish Brabant,1570,299000.0,residential_sale,2,24,105.0,installed,,False,,,,,105.0,0.0,3.0,False,as_new
10623798,APARTMENT,APARTMENT,Assebroek,51.1982221,3.2334757,Generaal Lemanlaan 202,West Flanders,8310,299000.0,residential_sale,3,43,105.0,installed,,False,True,20.0,,,105.0,,3.0,,good
10514797,APARTMENT,APARTMENT,Blankenberge,51.3159704,3.1330972,Grote Markt 1,West Flanders,8370,299000.0,residential_sale,2,0,84.0,installed,False,False,True,,,,84.0,,,False,as_new
10274668,APARTMENT,PENTHOUSE,Steendorp,51.1298506,4.2610809,Sint-Franciscusstraat 3,East Flanders,9140,299000.0,residential_sale,2,44,113.0,installed,False,False,True,14.0,True,,113.0,,,False,as_new
10618769,APARTMENT,APARTMENT,Forest,,,Avenue Louise 200,Brussels,1190,300000.0,residential_sale,2,38,105.0,semi_equipped,,True,True,5.0,,,105.0,0.0,2.0,,0
10522003,APARTMENT,APARTMENT,Ixelles,50.8371318,4.3729927,Vorstlaan 292,Brussels,1050,310000.0,residential_sale,1,0,63.0,usa_hyper_equipped,True,False,True,10.0,True,40.0,63.0,0.0,2.0,,as_new
10614831,APARTMENT,APARTMENT,Forest,,,Rue de Stalle 288C,Brussels,1190,315000.0,residential_sale,2,39,103.0,usa_hyper_equipped,,True,True,11.0,,,103.0,0.0,,,0
10600563,APARTMENT,APARTMENT,Kortrijk,,,Doorniksewijk 41,West Flanders,8500,325000.0,residential_sale,3,37,122.0,installed,False,False,True,11.0,,,122.0,,,False,good
10557457,APARTMENT,APARTMENT,Malle,51.2773111,4.6571551,"Orteliuskaai, 8",Antwerp,2390,329000.0,residential_sale,2,0,130.0,not_installed,False,False,True,16.0,,,130.0,,3.0,,good
10515623,APARTMENT,APARTMENT,Edegem,51.1518712,4.4531467,Elisabethlaan 87,Antwerp,2650,329900.0,residential_sale,2,30,95.0,installed,False,False,True,9.0,,,95.0,,2.0,,as_new
10646634,APARTMENT,APARTMENT,Blankenberge,51.3166748,3.1300189,Zeedijk 157,West Flanders,8370,335000.0,residential_sale,2,0,109.0,installed,True,False,True,,,,109.0,,2.0,False,good
10567908,APARTMENT,APARTMENT,Berchem-Ste-Agathe,50.8640166,4.2977052,Avenue Brugmann 587 boîte 12,Brussels,1082,340000.0,residential_sale,3,34,130.0,installed,False,False,True,2.0,,,130.0,0.0,2.0,,good
10526795,APARTMENT,APARTMENT,La Panne,51.1033746,2.5952798,,West Flanders,8660,345000.0,residential_sale,2,0,80.0,usa_installed,True,False,True,20.0,,,80.0,0.0,2.0,False,as_new
10641017,APARTMENT,APARTMENT,Sint-Lambrechts-Woluwe,50.857307,4.433792,"Rue Picard (Gare Maritime), 7 ",Brussels,1200,349000.0,residential_sale,1,17,74.0,usa_hyper_equipped,False,False,True,25.0,,,74.0,0.0,,,as_new
10647498,APARTMENT,APARTMENT,Wondelgem,51.0792158,3.7114878,Kouter 98,East Flanders,9032,350000.0,residential_sale,2,0,126.0,installed,False,False,True,4.0,,,126.0,,4.0,False,good
10627536,APARTMENT,PENTHOUSE,Ardooie,50.9770392,3.1958951,Tieltstraat 5,West Flanders,8850,351000.0,residential_sale,2,75,192.0,installed,False,False,True,14.0,True,14.0,192.0,,2.0,False,as_new
10627490,APARTMENT,APARTMENT,Uccle,,,"Avenue de la Chasse, 164",Brussels,1180,370000.0,residential_sale,3,33,106.0,0,False,False,True,22.0,,,106.0,0.0,,False,good
10590741,APARTMENT,DUPLEX,Liège Grivegnée,50.626593,5.6149744,rue des dominicains 4E,Liège,4030,395000.0,residential_sale,4,0,175.0,installed,False,False,True,20.0,,,175.0,,4.0,False,as_new
10509020,APARTMENT,APARTMENT,Koksijde,51.1179367,2.627163,Zeedijk 249,West Flanders,8670,399000.0,residential_sale,2,30,70.0,installed,True,False,,,,,70.0,,2.0,False,to_be_done_up
10468471,APARTMENT,APARTMENT,Lasne,50.6853867,4.4814206,16 rue Bois Lionnet,Walloon Brabant,1380,400000.0,residential_sale,1,0,75.0,usa_installed,False,False,True,7.0,,,75.0,0.0,2.0,False,as_new
10086484,APARTMENT,APARTMENT,Brussels City,50.8791885,4.3709276,Waterloosesteenweg 631,Brussels,1000,410000.0,residential_sale,3,0,131.0,hyper_equipped,False,False,,,,,131.0,0.0,4.0,False,as_new
10538818,APARTMENT,APARTMENT,Antwerp,51.1924331,4.3960236,Tolhuisstraat 10,Antwerp,2020,423000.0,residential_sale,2,0,122.0,hyper_equipped,False,False,True,,,,122.0,,,False,good
10265931,APARTMENT,LOFT,REET,,,James Ensorlaan 39,Antwerp,2840,425000.0,residential_sale,3,27,200.0,usa_hyper_equipped,,True,True,15.0,,,200.0,,2.0,,good
10647983,APARTMENT,APARTMENT,Oostende,51.232068,2.9131015,Gistelse Steenweg 212,West Flanders,8400,425000.0,residential_sale,2,0,90.0,hyper_equipped,False,False,,,,,90.0,,2.0,False,just_renovated
10605625,APARTMENT,PENTHOUSE,Beveren-Waas,51.2083525,4.2380269,Yzerhand 14,East Flanders,9120,425000.0,residential_sale,3,30,185.0,hyper_equipped,,False,True,19.0,,,185.0,,,,as_new
10676927,HOUSE,OTHER_PROPERTY,Kortrijk,50.791951,3.2478538,Burg Gillonlaan 115,West Flanders,8500,750000.0,residential_sale,10,0,900.0,semi_equipped,,True,True,,,,900.0,1884.0,3.0,,0
10676926,HOUSE,MANSION,Kortrijk,50.791951,3.2478538,Burg Gillonlaan 115,West Flanders,8500,750000.0,residential_sale,10,0,900.0,semi_equipped,,True,True,,,,900.0,1884.0,3.0,,0
10677559,HOUSE,VILLA,Lasne,,,Avenue Reine Astrid 215,Walloon Brabant,1380,2350000.0,residential_sale,5,81,650.0,usa_hyper_equipped,,False,True,60.0,True,2500.0,650.0,3000.0,4.0,False,as_new
10681703,HOUSE,HOUSE,Tellin,50.0813186,5.2170963,Rue de la Station 20A,Luxembourg,6927,159000.0,residential_sale,4,23,200.0,not_installed,False,False,,,True,689.0,200.0,689.0,2.0,False,to_restore
10681704,HOUSE,HOUSE,Beauraing,50.1096534,4.9585317,Rue de la Station 20A,Namur,5570,183000.0,residential_sale,2,19,121.0,semi_equipped,False,False,True,10.0,True,598.0,121.0,598.0,2.0,False,to_be_done_up
10475420,HOUSE,HOUSE,DOCHAMPS,50.2344351,5.6227504,Rue Lantigné 22,Luxembourg,6960,225000.0,residential_sale,2,0,130.0,0,,True,,,,,130.0,398.0,,,0
10683078,HOUSE,HOUSE,Wontergem,50.979313,3.4427395,Tieltstraat 5,East Flanders,9800,228000.0,residential_sale,3,18,94.0,installed,False,False,,,True,120.0,94.0,315.0,3.0,False,to_renovate
10683076,HOUSE,HOUSE,Alveringem,50.9402288,2.6395379,Tieltstraat 5,West Flanders,8691,259000.0,residential_sale,3,27,153.0,installed,False,False,,,True,55.0,153.0,217.0,3.0,False,good
10682129,HOUSE,HOUSE,Brugge,51.2099714,3.2371828,Scheepsdalelaan 67,West Flanders,8000,409000.0,residential_sale,3,0,125.0,hyper_equipped,False,False,True,,True,,125.0,70.0,,False,as_new
10680963,HOUSE,HOUSE,Ixelles,50.837486,4.3680892,Rue Archimède 17 ,Brussels,1050,500000.0,residential_sale,1,0,150.0,0,False,False,True,13.0,,,150.0,1.0,2.0,False,0
10682609,HOUSE,VILLA,Stekene,51.2370042,3.9961935,Hovestraat 19,East Flanders,9190,845000.0,residential_sale,3,0,,0,,False,True,,,,,1853.0,4.0,,good
10666503,HOUSE,HOUSE,Wavre,50.7179004,4.6144805,Chaussée de Huy 231,Walloon Brabant,1300,275000.0,residential_sale,3,37,150.0,0,,True,True,35.0,,,150.0,100.0,2.0,,to_be_done_up
10686147,HOUSE,HOUSE,Nazareth,50.961186,3.609325,Hundelgemsesteenweg 230,East Flanders,9810,289000.0,residential_sale,2,20,110.0,0,False,False,True,,,,110.0,464.0,4.0,False,to_renovate
10686379,HOUSE,MANSION,Ville-Pommeroeul,,,Rue du Moulin 25,Hainaut,7322,995000.0,residential_sale,8,0,585.0,hyper_equipped,False,False,True,,True,4000.0,585.0,4245.0,4.0,False,just_renovated
10652236,HOUSE,HOUSE,Esneux,50.5388616,5.5709999,Boulevard d'Avroy 238B,Liège,4130,68000.0,residential_sale,2,14,70.0,0,,True,,,True,130.0,70.0,200.0,4.0,,to_renovate
10633545,HOUSE,HOUSE,Halen,50.993497,5.108711,Hasseltsestraat 17,Limburg,3545,79000.0,residential_sale,1,0,50.0,semi_equipped,,True,,,True,,50.0,0.0,,,0
10644098,HOUSE,HOUSE,GLONS,50.7541454,5.5446647,Rue Pierre Henvard 2,Liège,4690,100000.0,residential_sale,1,20,60.0,not_installed,,True,True,8.0,True,87.0,60.0,147.0,3.0,,to_renovate
10651989,HOUSE,HOUSE,HEPPIGNIES,50.4795047,4.4917845,Chaussée de Charleroi 226,Hainaut,6220,100000.0,residential_sale,2,20,59.0,not_installed,,True,,,,,59.0,760.0,,,to_renovate
10521859,HOUSE,COUNTRY_COTTAGE,Tinlot,50.4644105,5.3277866,Avenue des Ardennes 1/02,Liège,4557,109000.0,residential_sale,2,27,119.0,not_installed,,True,,,True,669.0,119.0,749.0,3.0,,to_renovate
10645919,HOUSE,MIXED_USE_BUILDING,Lessines,50.7125803,3.8268284,Rue Xavier De Bue 1,Hainaut,7860,120000.0,residential_sale,5,30,230.0,not_installed,False,False,True,10.0,True,95.0,230.0,176.0,2.0,,to_renovate
10570446,HOUSE,HOUSE,Obourg,50.4718388,4.0085584,"Rue de Nazareth , 15",Hainaut,7034,125000.0,residential_sale,2,30,105.0,installed,,True,True,,True,,105.0,200.0,2.0,,to_be_done_up
10632198,HOUSE,HOUSE,Mouscron,50.7269031,3.1991666,Rue de Courtrai 28,Hainaut,7700,129000.0,residential_sale,3,26,95.0,semi_equipped,,True,True,20.0,True,100.0,95.0,152.0,2.0,,0
10355010,HOUSE,HOUSE,Saint-Nicolas,50.6351854,5.5251826,Route du Condroz 151,Liège,4420,139000.0,residential_sale,2,25,76.0,semi_equipped,,True,True,15.0,True,125.0,76.0,198.0,2.0,,good
10456966,HOUSE,HOUSE,Mouscron,,,Rue de Courtrai 28,Hainaut,7700,165000.0,residential_sale,3,23,230.0,semi_equipped,,True,,,True,240.0,230.0,321.0,2.0,,to_renovate
10205171,HOUSE,HOUSE,Fosses-la-Ville,50.3994032,4.6921738,Rue du centre 24,Namur,5070,169000.0,residential_sale,2,0,120.0,semi_equipped,,True,,,True,100.0,120.0,140.0,,,good
